digitizer,database,DOI,first_authour,journal,species,publication_date,census_date,projection_interval,life_cycle_diagram,matrix_presence,vital_rate_calculations,latitude_longitude,location,population_vectors
3,Comadre,10.3354/meps10547,L. F. New ,MARINE ECOLOGY PROGRESS SERIES ,Mirounga leonina ,2014,1,1,0,1,0,0,1,0
3,Comadre,10.1016/j.ecolmodel.2017.07.023,Mar’a Laura Maestri ,Ecological Modelling ,Ara glaucogularis ,2017,1,1,1,1,1,0,1,1
3,Compadre,10.1023/B:VEGE.0000046052.35390.59,HŽctor God’nez-Alvarez ,Plant Ecology ,Neobuxbaumia macrocephala ,2004,1,1,0,1,1,1,1,1
3,Comadre,10.2307/3801764,JOHN VAN SICKLE,Journal of Wildlife Management ,Òmammals',1987,0,1,0,1,1,0,1,0
3,Compadre,10.1007/s00442-008-0980-7,Johannes Verhulst ,POPULATION ECOLOGY ,"Atriplex canescens, A. acanthocarpa",2008,1,1,0,1,1,1,1,0
3,Comadre,10.1016/j.ecolmodel.2014.08.021,D.L. Lewis ,Ecological Modelling ,Ursus americanus ,2014,1,1,1,1,1,0,1,0
3,Comadre,10.1126/science.275.5298.389,R. F. Costantino ,Science,Tribolium ,1996,0,1,0,0,0,0,0,0
3,Comadre,10.1016/j.ecss.2015.11.012,Benjamin Tomlinson ,"Estuarine, Coastal and Shelf Science ",Pelagia noctiluca ,2015,0,1,1,1,0,0,1,0
3,Compadre,https://doi.org/10.1002/ecs2.2706,PATRICIA A. WERNER ,Ecosphere,"Eucalyptus tetrodonta, E. miniata, and C. porrecta ",2019,1,1,1,1,1,1,1,0
3,Comadre,10.1643/CE-14-191,Vivian P. Pa«ez ,Copeia ,Podocnemis lewyana ,2015,1,1,1,1,1,1,1,1
3,Compadre,10.1111/j.1365-2664.2012.02117.x,Joseph T. Dauer ,Journal of Applied Ecology ,Jacobaea vulgaris ,2012,0,1,1,1,1,0,0,0
3,Comadre,10.1890/0012-9658(2002)083[2194:PDCOPI]2.0.CO,ANNE M. BRONIKOWSK ,"Ecology, ",POECILIA RETICULATA ,2002,1,1,1,1,1,0,1,0
3,Comadre,10.1007/s11252-016-0566-9,M. T. Makenov ,Urban Ecosyst ,stray dogs',2016,1,1,1,1,1,0,1,1
3,Compadre,10.2216/i0031-8884-25-1-11.1,ROBERT E. DE WREEDE ,Phycologia ,Pterygophora cali/ornica ,1986,1,1,0,1,0,1,1,1
3,Comadre,10.1890/02-5010,NATHAN H. SCHUMAKER ,Ecological Applications ,"Peocile atricapillus, Dendragapus obscurus, Lynx rufux, É.(17 in total)",2004,0,0,0,1,0,0,1,0
3,Compadre,10.1016/j.baae.2015.02.009,Jose L. Silva ,Basic and Applied Ecology ,"Sonchus masguindalii, Sonchus fragilis and Sonchus pustulatus ",2015,1,1,0,1,1,1,1,1
3,Compadre,10.1034/j.1600-0587.2002.250211.x,Henrik Berg ,ECOGRAPHY ,Oxalis acetosella ,2002,1,1,0,1,1,1,1,1
3,Compadre,10.1007/s10144-017-0572-7,Rom‡nÊHern‡ndez-Pedrero ,Popul Ecol ,Furcraea parmentieri ,2017,1,1,0,1,1,1,1,1
3,Comadre,10.1002/wmon.1012,DAVID W. HOWERTER ,Wildlife Monographs ,Anas platyrhynchos ,2014,1,1,0,1,1,1,1,1
3,Comadre,10.1139/Z03-045,Matthew G. Mitro ,Can. J. Zool ,Malaclemys terrapin ,2003,1,1,0,1,1,0,1,1
3,Comadre,10.1676/12-154.1,LESLEY BULLUCK ,The Wilson Journal of Ornithology ,VERMIVORA CHRYSOPTERA ,2013,1,1,0,1,1,0,1,1
3,Compadre,10.1111/plb.12007,Z. Munzbergova ,Plant Biology ,Linum flavum and L. tenuifolium ,2013,1,1,0,1,1,0,1,0
3,Compadre,10.1111/j.1442-9993.2006.01650.x,ALEXANDRE F. SOUZA ,Austral Ecology ,Geonoma brevispatha ,2006,1,1,1,1,1,1,1,1
3,Compadre,10.1098/rspb.2018.1091,"Pauline O. Pantoja, ",the Royal Society ,Mimulus guttatus ,2018,1,1,0,0,0,1,1,0
3,Compadre,10.1002/ece3.2163,Chia-Hua Lin ,Ecology and Evolution ,Dicentra canadensis ,2016,1,1,1,1,1,1,1,0
3,Compadre,10.1890/11-0948.1,MARY BRICKER ,Ecology ,Lithospermum ruderale ,2012,1,1,1,1,1,0,1,0
3,Compadre,10.1111/j.1523-1739.2004.00567.x,Caharles Kwit,Conservation Biology,Taxus floridana,2004,1,1,1,1,0,0,1,0
3,Compadre,10.1007/978-94-017-1345-0_12,A. TOLVANEN ,Evolutionary Ecology ,Salix arctica ,2002,1,1,1,1,1,1,1,1
3,Compadre,10.1007/s11258-010-9737-6,Alejandro Flores Martõ«nez ,Plant Ecol ,Mammillaria huitzilopochtli ,2010,1,1,1,1,1,1,1,1
3,Comadre,10.1071/WR10080,Brian Chambers ,Wildlife Research ,Macropus eugenii ,2010,1,1,1,1,1,1,1,1
3,Compadre,10.2307/2261390,J. M. BULLOCK ,Journal of Ecology ,Cirsium vulgare ,1994,1,1,1,1,1,0,1,0
3,Compadre,10.2307/1936930,PATRICIA A. WERNER ,Ecology' ,DIPSACUS SYLVESTRIS HUDS.,1977,1,1,0,1,1,0,1,1
3,Comadre,10.1890/0012-9658(2001)082[1921:EODROU]2.0.CO,MADAN K. OLI ,Ecology ,Spermophilus armatus ,2001,1,1,1,1,1,0,1,0
3,Compadre,10.1086/285599,ELENA R. ALVAREZ-BUYLLA ,The American Naturalist ,Cecropia obtiisifolia,1994,1,1,1,1,1,1,1,1
3,Comadre,10.1139/cjfas-2012-0520,Masami Fujiwara,NRC Research Press ,Epinephelus morio ,2012,0,0,1,1,1,0,0,0
3,Comadre,10.2307/3802460,LYNN A. MAGUIRE ,Journal of Wildlife Management ,Picoides borealis,2016,1,1,0,1,1,0,1,0
3,Comadre,10.1016/S0304-3800(99)00039-3,Wendell P. Cropper Jr. ,Ecological Modelling ,Spongia graminea ,1999,1,1,0,1,1,1,1,1
3,Comadre,10.1642/0004-8038(2004)121[0015:MEOSAP]2.0.CO,Geoff M. Hilton,The Auk ,Gallus gallus,2004,0,1,0,0,0,0,0,0
3,Compadre,10.3398/064.077.0108,Janice L. Hill ,Western North American Naturalist ,SILENE SPALDINGII S.WATSON ,2017,1,1,1,1,1,0,1,1
3,Compadre,10.1890/03-0119,HELENE FREVILLE ,Ecology ,CENTAUREA CORYMBOSA ,2004,1,1,1,1,1,0,0,0
3,Comadre,10.1017/S1367943004001593,Robert Heinsohn ,Animal Conservation ,Dugong dugon ,2004,1,1,0,1,0,0,1,0
3,Compadre,10.1111/1365-2745.12625,Pol Capdevila,handling editor:Brian Silliman,Cystoseira zosteroides ,2016,1,1,1,1,1,1,1,0
3,Compadre,10.1111/j.1440-6055.2006.00556.x,S Raghu ,Australian Journal of Entomology ,Parkinsonia aculeata ,2006,0,1,0,1,0,0,0,0
3,Compadre,10.1007/s10592-010-0056-1,Florence Noe¬l ,Conserv Genet ,Brassica insularis ,2010,1,1,1,1,1,1,1,1
3,Compadre,10.1017/S0376892914000204,TAMARA M. WONG ,Environmental Conservation ,Alyxia stellata ,2015,1,1,0,1,1,1,1,0
3,Compadre,10.2307/2260308,PEGGY LEE FIEDLER ,Journal of Ecology ,CALOCHORTUS PURSH: LILIACEAE ,1987,1,1,0,1,1,1,1,1
3,Compadre,10.1016/j.actao.2014.05.009,Tarin Toledo-Aceves ,Acta Oecologica ,"Tillandsia multicaulis, Tillandsia punctulata",2014,1,1,0,1,1,1,1,0
3,Comadre,10.1016/j.crvi.2005.09.009,Jean-Baptiste Pichancourt ,C. R. Biologies ,Abax parallelepipedus ,2006,0,1,1,1,0,0,0,0
3,Comadre,10.1007/s00442-010-1761-7,Brian R. Hudgens ,Oecologia ,Urocyon littoralis ,2011,1,1,0,1,0,1,1,0
3,Comadre,10.2307/3803072,JOHN L. KLAVITTER ,Journal of Wildlife Management ,Buteo solitarius ,2003,1,1,0,1,1,0,1,0
3,Compadre,10.2307/2260724,DANIELLE CHARRON ,Journal of Ecology ,PANAX QUINQUEFOLIUM ,1991,1,1,0,1,1,0,1,1
3,Comadre,10.1890/05-0486,PURNIMA GOVINDARAJULU ,Ecological Applications ,Rana catesbeiana ,2005,1,1,1,1,1,1,1,0
3,Comadre,10.2307/3803153,STEVEN T. HOEKMAN,The Journal of Wildlife Management. ,Anas platyrhyncho ,2002,0,1,1,1,1,0,0,0
3,Comadre,10.1139/f05-245,Jacques Labonne ,Can. J. Fish. Aquat. Sci. ,Zingel asper ,2006,1,1,1,1,1,0,1,0
3,Comadre,10.1093/plankt/fbv024,NATASHA HENSCHKE ,J. Plankton Res. ,Thalia democratica ,2015,1,1,1,1,1,1,1,0
3,Compadre,10.1080/17550874.2012.662534,Raœl Garc’a-Camacho ,Plant Ecology & Diversity ,Armeria caespitosa ,2012,1,1,0,1,1,1,1,0
3,Compadre,10.1017/S0266467400001620,SE«BASTIEN BAROT ,Journal of Tropical Ecology ,Borassus aethiopum ,2000,1,1,1,1,1,1,1,1
3,Compadre,10.1111/j.1600-0587.2010.06250.x,Luis Gime«nez-Benavides ,Ecography ,Silene ciliata ,2011,1,1,1,1,1,1,1,1
3,Compadre,10.1046/j.1365-2745.1999.00388.x,PATRICK NANTEL ,Journal of Ecology ,"Helianthus divaricatus, Rhus aromatica",1999,1,1,0,1,1,1,1,0
3,Comadre,10.1046/j.1461-0248.2000.00138.x,Nicholas J.Gotelli,Ecology Letters, Solenopsis invicta,2000,1,0,0,0,0,0,1,0
3,Compadre,10.1371/journal.pone.0102859,Raymond L. Tremblay ,PLOS ONE ,Lepanthes rupestris ,2014,1,1,1,1,1,1,1,0
3,Comadre,10.1890/0012-9658(1997)078[1019:EOASDA]2.0.CO,Madan K. OLI ,Ecology,Spermophilus armatus ,2001,1,1,1,1,1,0,1,0
3,Comadre,10.1017/S0950268812000167,D. T. S. HAYMAN ,Epidemiol. Infect ,Eidolon helvum ,2012,1,1,0,0,0,0,1,1
3,Comadre,10.1890/08-0305.1,PETER C. SAKARIS ,Ecological Applications ,Pylodictis olivaris ,2010,1,1,0,1,1,0,1,0
3,Comadre,10.1155/2015/987060,Alberto M. Sabat ,Journal of Marine Biology ,Gorgonia ventalina ,2015,0,1,0,1,1,0,0,1
3,Comadre,10.1016/S0006-3207(02)00341-5,Mark Hebblewhite ,Biological Conservation ,Ursus americanus ,2003,1,1,1,1,1,0,1,1
3,Comadre,10.1016/j.biocon.2013.09.005,Jennyffer Cruz,Biological Conservation ,"Charadrius bicinctus, Anarhynchus frontalis,  Chlidonias albostriatus, Himantopus novaezelandiae",2013,1,1,0,1,1,1,1,1
3,Comadre,10.1007/s00442-011-1931-2,Erin K. Grey ,Oecologia ,Botrylloides violaceus ,2010,1,1,1,1,1,1,1,0
3,Compadre,10.1007/bf02806475,Zuzana Miinzbergovfi ,Folia Geobotanica ,Scorzonera hispanica ,2006,1,1,0,1,0,1,1,1
3,Compadre,10.1890/07-1128.1,JAMES M. BULLOCK ,Ecological Applications ,Rhinanthus minor ,2008,1,1,0,1,1,1,1,0
3,Compadre,10.1016/j.ecolmodel.2012.07.022,Christie A. Klimas ,Ecological Modelling,Carapa guianensis ,2012,1,1,1,1,1,1,1,1
3,Comadre,10.1007/s10441-009-9090-0,Mansour Serghini ,Acta Biotheor ,Sardina pilchardus ,2009,1,1,1,1,1,1,1,0
3,Compadre,10.1016/j.biocon.2006.07.012,Joyce Maschinski ,BIOLOGICAL CONSERVATION ,Pseudophoenix sargentii ,2006,1,1,0,1,0,0,1,1
3,Compadre,10.1111/j.1744-7429.2009.00615.x,Lesley S. Rigg ,BIOTROPICA ,Araucaria laubenfelsii ,2010,1,1,0,1,1,1,1,1
3,Comadre,10.1515/mamm.1984.48.3.327,W.A. RODGERS ,Mammalia ,Phacochoerus aethiopicus ,1984,1,1,0,1,1,1,1,1
3,Comadre,10.2307/1934778,C. A. SPINAGE,Ecology,"Aepyceros melampus, Syncerus ",1972,1,1,0,1,0,0,1,1
3,Compadre,10.2478/s11756-009-0002-1,Rolf Lutz Eckstein ,Biologia ,"Viola elatior, V. pumila, and V. stagnina ",2009,1,1,0,1,1,0,1,1
3,Compadre,10.1016/j.jaridenv.2011.01.015,R.M. Portilla-Alonso ,Journal of Arid Environments,Coryphantha werdermannii,2011,1,1,0,1,1,0,1,1
3,Compadre,10.1111/1365-2664.12217,Silvia Winter ,Journal of Applied Ecology ,Colchicum autumnale ,2014,1,1,1,1,1,1,1,0
3,Comadre,10.1890/08-2060.1,STEVEN E. MCMURRAY ,Ecology ,Xestospongia muta ,2010,1,1,0,1,1,1,1,1
3,Compadre,10.1086/297607,Sandra K. Floyd ,Int. J. Plant Sci. ,GAURA NEOMEXICANA SSP. COLORADEN ,1998,1,1,0,1,1,0,1,1
3,Comadre,10.1086/597225,Arpat Ozgul ,the american naturalist ,Marmota flaviventris ,2009,1,1,1,1,1,1,1,0
3,Compadre,10.1016/j.biocon.2011.12.012,Marco Andrello,Biological Conservation ,Eryngium alpinum ,2012,1,1,1,1,1,0,1,0
3,Compadre,10.1111/j.1095-8339.2007.00628.x,JOAN PINO ,Botanical Journal of the Linnean Society ,Kosteletzkya pentacarpos ,2007,1,1,1,1,0,1,1,0
3,Compadre,10.2307/2679864,MARiA C. MANDUJANO,Ecology,Opuntia rastrera ,2001,1,1,1,1,1,1,1,1
3,Compadre,10.1111/j.1365-2745.2005.00958.x,LOURENS POORTER ,Journal of Ecology,Tachigali vasquezii ,2005,1,1,,,,1,1,
3,Comadre,10.1111/j.1469-1795.2007.00105.x,L. Zambrano ,Animal Conservation ,Ambystoma mexicanum ,2007,1,1,0,1,1,0,1,0
3,Comadre,10.2307/3803419,Nina H. Fefferman ,Wildlife Society ,"Tympanuchus cupid , Picoides borealis",2006,0,1,0,1,0,0,0,1
3,Compadre,10.1007/s10144-015-0519-9,Tristan Lemke ,Popul Ecol ,Trollius europaeus ,2015,1,1,0,1,1,1,1,0
3,Comadre,10.1890/0012-9615(2001)071[0377:RAODRT]2.0.CO,Evan Cooch,Ecological Monographs,Anser c. caerulescens,2001,1,1,1,1,1,1,1,0
3,Comadre,10.3354/meps10377,R. JimŽnez-Melero ,MARINE ECOLOGY PROGRESS SERIES ,Arctodiaptomus salinus ,2013,1,1,1,1,1,0,1,1
3,Comadre,10.1139/Z08-124,J.J. Zuniga-Vega,Can. J. Zool ,Sceloporus grammicus ,2008,1,1,1,1,1,1,1,1
3,Comadre,10.1016/j.biocon.2003.11.002,Michael Schaub ,Biological Conservation ,Ciconia ciconia ,2003,1,1,0,1,1,0,1,0
3,Compadre,10.1023/A:1008623521755,Jer« ome Degreef ,Genetic Resources and Crop Evolution ,Phaseolus lunatus L. ,1997,1,1,1,1,0,1,1,0
3,Comadre,10.1007/s00442-015-3222-9,Albert Fern‡ndez-Chac—n ,Oecologia ,Salmo trutta ,2015,1,1,1,1,1,1,1,0
3,Comadre,10.1111/j.0908-8857.2008.04189.x,Kari Koivula ,J. Avian Biol. ,Calidris temminckii ,2008,1,1,1,1,1,1,1,0
3,Comadre,10.1016/j.ecolmodel.2003.06.007,Robert G. Wallace ,Ecological Modelling ,HIV,2003,0,1,1,1,1,0,0,1
3,Comadre,10.1890/07-0018.1,STEVEN R. BEISSINGER ,Ecological Monographs ,Amazona vittata,2008,1,1,1,1,1,0,1,0
3,Compadre,10.1023/A:1015506019670,Katariina Kiviniemi ,Plant Ecology ,"Agrimonia eupatoria, Geum rivale",2002,1,1,1,1,1,1,1,1
3,Comadre,10.1016/j.biocon.2014.05.026,Varun R. Goswami ,Varun R. Goswami ,Elephas maximus ,2014,0,1,0,1,1,0,0,0
3,Comadre,10.1890/02-0409,JEAN-MICHEL GAILLARD ,Ecology ,"Odocoileus hemionus , Rangifer tarandus granti, Rangifer tarandus, É",2003,0,1,0,1,1,0,0,0
3,Compadre,10.1111/j.1365-3180.2009.00703.x,CPD Borger,European Weed Research Society,Salsola australis,2008,1,1,1,1,1,0,1,0
3,Compadre,10.1016/j.biocon.2006.10.038,Cecilia Jime«nez-Sierra ,BIOLOGICAL CONSERVATION ,Echinocactus platyacanthus ,2007,1,1,1,1,1,1,1,1
3,Compadre,10.1111/j.1365-2664.2005.01015.x,JOHAN EHRLƒN ,Journal of Applied Ecology ,Primula veris ,2005,1,1,0,1,1,0,1,0
3,Compadre,10.1111/j.1529-8817.2010.00924.x,Vasco Manuel Nobre de Carvalho da Silva Vieira ,Phycological Society of America ,Gelidium sesquipedale ,2010,1,1,1,1,1,0,0,0
3,Compadre,10.1016/j.foreco.2008.02.041,Nicolas Picard ,Forest Ecology and Management ,Entandrophragma cylindricum ,2008,1,1,0,1,1,1,1,0
3,Comadre,10.14430/arctic1733,F.Messier,Arctic,Rangifer tarandus,1988,1,1,0,1,1,1,1,1
3,Compadre,10.1890/02-5219,ALAN B. GRIFFITH ,Ecological Applications ,AESCHYNOMENE VIRGINICA ,2005,1,1,0,1,0,0,1,0
3,Comadre,10.1086/285729,MARIA E. ORIVE ,The American Naturali ,"Goniastrea aspera, Goniastrea favulus, and Platygyra sinensi",1995,0,1,1,1,1,0,0,0
3,Compadre,10.1111/j.1523-1739.2011.01691.x,DEMETRIA MONDRAGON CHAPARRO ,Conservation Biology ,"Tillandsia macdougallii, T. violaceae",2011,1,1,0,1,1,1,1,0
3,Compadre,10.1016/j.ecolmodel.2005.07.020,Dmitrii O. Logofet ,Ecological Modelling ,Calamagrostis canescens ,2006,0,1,1,1,1,1,1,0
3,Comadre,10.2193/2008-093,JASON S. GREAR ,The Journal of Wildlife Management ,Gavia immer ,2009,1,1,1,1,1,0,1,0
3,Compadre,10.2307/2260717,JUAN F. SILVA,Journal of Ecology ,ANDROPOGON SEMIBERBIS,1991,0,1,1,1,1,1,1,0
3,Comadre,10.1111/nrm.12034,Maija Holma,NATURAL RESOURCE MODELING ,Halichoerus grypus ,2014,0,0,0,1,0,0,1,1
3,Comadre,10.1111/j.1365-2656.2005.00975.x,TIM COULSON ,Journal of Animal Ecology ,bighorn sheep ,2005,1,0,0,1,0,0,1,0
3,Comadre,10.2307/1447431,Stanley F. Fox,American Society of Ichthyologists and Herpetologists,Uta stansburiana,1998,1,0,0,0,0,0,0,0
3,Compadre,10.2307/1933696,WARREN F. STEENBERGH,Ecology ,CEREUS GIGANTE US,1969,1,1,0,0,0,1,1,1
3,Comadre,10.1093/icesjms/fsu056,Wen-Pei Tsai,ICES Journal of Marine Science,Isurus oxyrinchus,2014,1,1,1,1,1,1,1,1
3,Compadre,10.1007/s12080-017-0353-0,Charlotte de Vries ,Theor Ecol ,Lathyrus vernus ,2017,0,0,0,1,1,0,0,0
3,Compadre,10.1016/j.foreco.2010.11.007,L.B. Fortini ,Forest Ecology and Management ,Mora paraensis ,2011,1,1,0,1,1,0,1,1
3,Comadre,10.1002/etc.5620210425,Anne Kuhn,Environmental Toxicology and Chemistry,Ampelisca abdita,2002,1,1,1,1,1,0,1,1
3,Compadre,10.1016/j.tpb.2006.05.003,Alan Hastings ,Theoretical Population Biology ,Spartina alterniflora ,2006,0,1,0,1,0,0,1,1
3,Comadre,10.1111/j.1365-2656.2006.01118.x,GILLIAN L. HADLEY ,Journal of Animal Ecology ,Weddell seals ,2006,1,1,0,1,1,1,1,0
3,Comadre,10.1007/s10144-012-0306-9,Christian Kerbiriou,Popul Ecol ,Fulmarus glacialis,2012,1,1,1,1,1,1,1,0
3,Compadre,10.1046/j.1365-2699.2000.00187.x,JUAN F. SILVA,Global Ecology & Biogeography,"Espeletia timotensis, E. spicata",2000,0,1,1,1,0,1,1,1
3,Comadre,10.1016/0304-3800(93)E0081-D,A.L. Jensen ,Ecological Modelling ,Odocoileus virginianus borealis ,1995,0,1,0,1,1,0,1,1
3,Comadre,10.2980/1195-6860(2007)14[362:LHOFRS]2.0.CO,Andrew G. McADAM ,Ecoscience,Tamiasciurus hudsonicus,2007,1,1,1,1,1,1,1,1
3,Compadre,10.1086/507877,Matthew J. Kauffman ,the american naturalist ,Lupinus arboreus,2006,1,1,0,1,1,0,1,0
3,Compadre,10.1007/s00442-013-2876-4,James O. Eckberg ,Oecologia ,C. vulgare ,2014,1,1,0,1,1,0,1,0
3,Compadre,10.1016/j.biocon.2005.07.022,Gerhard Zotz ,B IOLOG ICAL CONSERVAT ION ,Aspasia principissa ,2006,1,1,0,1,0,1,1,1
3,Comadre,10.3354/meps234229,Jana L. D. Davis ,Marine ecology progress series,Clinocottus analis ,2002,1,1,1,1,1,1,1,1
3,Compadre,10.1046/j.1365-3180.1998.00068.x,J. Pino,Weed research,Rumex obtusifolius,1998,1,1,1,1,1,0,1,0
3,Comadre,10.2307/1382951,MAURICIO LIMA ,Journal of Mammalogy ,Arctocephalus australis,1997,1,1,0,1,1,1,1,1
3,Compadre,10.1890/09-0480.1,ANDREA P. LOAYZA ,Ecology ,Guettarda viburnoides ,2010,1,1,1,1,1,1,1,1
3,Comadre,10.1016/j.fishres.2008.11.006,Eduardo Gonz‡lez-Olivares ,Fisheries Research ,Genypterus blacodes ,2009,1,1,1,1,0,0,1,0
3,Compadre,10.1139/B03-099,HelŽne Fršborg ,Can. J. Bot. ,Actaea spicata ,2003,1,1,1,1,1,1,1,1
3,Comadre,10.1021/es049654o,C. Thomas Chandler,Environ. Sci. Technol.,Amphiascus tenuiremis,2004,0,1,1,1,0,0,0,0
3,Comadre,10.1016/S1631-0691(03)00148-3,Guillaume Chapron ,Ecology ,Canis lupus ,2003,0,1,1,1,0,0,1,1
3,Comadre,10.1890/0012-9658(2000)081[2250:RFLHAL]2.0.CO,TERENCE P. HUGHES,"Ecology, ","Montastrea annularis, Agaricia agaricites, and Leptoseris cucullata ",2000,1,1,0,1,1,0,1,1
3,Compadre,10.2307/2401258,M. B. USHER ,Journal of Applied Ecology ,Scots pine ,1966,0,1,0,1,1,0,1,1
3,Comadre,10.2307/1939879,LISA A. LEVIN ,Ecology ,STREBLOSPIO BENEDICTI,1987,0,1,0,1,1,1,1,0
3,Compadre,10.1017/S0266467409990599,Maur«õcio Bonesso Sampaio ,Journal of Tropical Ecology ,Geonoma schottiana ,2010,1,1,0,1,1,1,1,0
3,Compadre,10.2307/3236803,Eriksson,Journal of Vegetation Science,Plantago media,2000,1,1,1,1,0,0,1,1
3,Comadre,10.1890/04-1688,LAURA ROGERS-BENNETT ,Ecological Applications ,Haliotis rufescens ,2006,1,1,0,1,1,1,1,0
3,Comadre,10.2307/2402601,J. HARWOOD ,Journal of Applied Ecology ,Halichoerus grypu ,1978,0,0,0,1,0,0,0,0
3,Compadre,10.1111/j.1365-2745.2007.01279.x,PATRICK ENDELS ,Journal of Ecology ,Primula vulgaris ,2007,1,1,0,1,1,0,1,0
3,Comadre,10.1086/physzool.30.4.30152211,PETER W. FRANK ,Physiological Zoology ,Daphnia magna,1957,1,1,0,1,1,0,0,0
3,Comadre,10.1071/wr9850541,Anthony M. A. Smith ,Aust. Wildl. Res. ,Crocodylus johnstoni,1985,1,1,0,1,0,0,1,1
3,Compadre,10.1111/j.1442-1984.1987.tb00030.x,Eiichiro Kinoshita,Plant Species Biology ,Arisaema serratum,1987,1,1,1,1,1,0,1,1
3,Compadre,10.1007/BF00042253,Thomas A. Ebert ,Vegetatio ,Betula nana L. ,1989,1,1,1,1,1,1,1,1
3,Compadre,10.1111/wre.12075,T Hyvonen,European Weed Research Society,"Amaranthus retroflexus, Echinochloa crus-galli",2013,1,1,1,1,0,1,1,0
3,Comadre,10.1111/j.1095-8649.2007.01445.x,P. M. BUSTON ,Journal of Fish Biology ,Amphiprion percula ,2007,1,1,0,1,0,1,1,1
3,Comadre,10.1890/11-0488.1,HENRY S. CARSON ,Ecology ,"Mytilus californianus, M. galloprovincialis",2011,1,1,1,1,1,1,1,1
3,Compadre,10.1007/s11258-004-0026-0,Patrick Endels ,Plant Ecology ,Primula veris ,2005,1,1,0,1,0,1,1,1
3,Compadre,10.1016/j.foreco.2005.02.052,Susana Rodrõ«guez-Buritica ,Forest Ecology and Management ,Geonoma orbignyana ,2005,1,1,1,1,1,0,1,1
3,Comadre,10.1890/ES10-00065.1,R. HERNA« NDEZ-PACHECO ,Ecoshpere,Montastraea annularis ,2011,1,1,0,1,1,1,1,1
3,Comadre,10.1111/j.1365-2656.2012.02029.x,Viktoriia Radchuk ,Journal of Animal Ecology ,Boloria eunomia ,2012,1,1,0,1,1,0,0,0
3,Compadre,10.1016/j.foreco.2008.11.018,Tiffany M. Knight ,Forest Ecology and Management ,Odocoileus virginianus ,2009,1,1,1,1,1,0,1,0
